name	pre-microRNA	RC_adj	UR	180626-180628-190531_Brain_S32180626-180628-190531_Brain_S32(total)	RPM (lib)	arm	isoString_RC_adj
hsa-miR-125a-5p	hsa-mir-125a	147668.0	660.0	14171.329247804792	16299.847971255716	5p	NucVar_503.0|canonical_16049.0|nta#G_54.0|nta#C_228.0|nta#A_3444.0|mv_10297.0|lv5p_2380.0|nta#C#1_228.0|lv5p#1_17.0|nta#T#2_35.0|lv5pT_2363.0|nta#T#1_2789.0|lv5p#-5_14.0|lv5p#-4_237.0|nta#UA_6.0|mlv5p_11.0|lv5p#-3_319.0|lv5p#-2_804.0|lv5p#-1_989.0|lv5pE_17.0|nta#A#3_7.0|nta#A#2_209.0|nta#A#1_3228.0|lv3pT_111878.0|mlv5p#1_11.0|total_147668.0|nta#AU_24.0|nta#G#2_8.0|nta#G#1_46.0|lv3p_111878.0|lv3p#-5_525.0|lv3p#-4_2425.0|lv3p#-3_3209.0|lv3p#-2_91199.0|lv3p#-1_14520.0|nta#T_2824.0
hsa-let-7c-5p	hsa-let-7c	144532.78333333344	552.0	13870.450332626575	15953.77735999524	5p	mlv3p_30.0|NucVar_2198.5666666666666|canonical_99397.0|nta#G_519.5|nta#C_212.45|nta#A_13568.583333333336|mv_1110.7833333333333|lv5p_2862.4666666666667|nta#T#4_3.0|nta#C#1_212.45|lv5p#1_383.5|nta#T#3_84.33333333333333|nta#T#2_54.333333333333336|lv5pT_2478.9666666666667|nta#T#1_1335.4666666666667|nta#UA_6.0|mlv5p_48.0|lv5p#-3_214.83333333333334|lv5p#-2_379.0333333333333|lv5p#-1_1885.1|lv3p#2_85.0|lv3p#1_7906.0|lv5pE_383.5|nta#A#3_68.0|nta#A#2_2003.2|nta#A#1_11497.383333333335|lv3pT_15117.300000000001|mlv5p#1_48.0|total_144532.78333333344|nta#AU_2.9000000000000004|lv3pE_7991.0|mlv3p#2_30.0|nta#G#1_519.5|lv3p_23108.3|lv3p#-3_449.8333333333333|lv3p#-2_1808.6|lv3p#-1_12858.866666666667|nta#T_1477.1333333333332
hsa-miR-98-5p	hsa-mir-98	96351.95000000001	360.0	9246.656060338226	10635.494059200588	5p	mlv3p_15.0|NucVar_1405.65|canonical_67638.0|nta#G_25.5|nta#C_153.2|nta#A_3413.9999999999995|mv_752.45|lv5p_3230.0499999999997|nta#T#4_1.0|nta#C#1_153.2|lv5p#1_48.0|nta#T#3_17.0|nta#T#2_6.0|lv5pT_3182.0499999999997|nta#T#1_2155.0|nta#UA_4.0|mlv5p_80.0|lv5p#-3_357.0|lv5p#-2_701.2|lv5p#-1_2123.85|lv3p#1_189.0|lv5pE_48.0|nta#A#3_13.0|nta#A#2_296.45|nta#A#1_3104.5499999999997|lv3pT_17270.1|mlv5p#2_9.0|mlv5p#1_71.0|total_96351.95000000001|lv3pE_189.0|mlv3p#2_15.0|nta#G#2_4.0|nta#G#1_21.5|lv3p_17459.1|lv3p#-3_474.8|lv3p#-2_1057.6|lv3p#-1_15737.7|nta#T_2179.0
hsa-miR-219a-2-3p	hsa-mir-219a-2	90982.0	440.0	8731.315367065143	10042.749736712	3p	mlv3p_47.0|NucVar_1252.0|canonical_56682.0|nta#G_68.0|nta#C_253.0|nta#A_8329.0|mv_3414.0|lv5p_2658.0|nta#C#3_1.0|nta#C#2_15.0|nta#C#1_237.0|lv5p#1_509.0|nta#T#3_1.0|nta#T#2_173.0|lv5pT_2149.0|nta#T#1_2651.0|nta#UA_31.0|mlv5p_51.0|lv5p#-3_194.0|lv5p#-2_512.0|lv5p#-1_1443.0|lv3p#1_183.0|lv5pE_509.0|nta#A#3_75.0|nta#A#2_648.0|nta#A#1_7606.0|lv3pT_15220.0|mlv5p#3_5.0|mlv5p#1_46.0|total_90982.0|lv3pE_183.0|mlv3p#3_2.0|mlv3p#2_45.0|nta#G#1_68.0|lv3p_15403.0|lv3p#-3_1541.0|lv3p#-2_9254.0|lv3p#-1_4425.0|nta#T_2825.0
hsa-let-7i-5p	hsa-let-7i	88476.5	425.0	8490.868788047515	9766.188334837652	5p	mlv3p_70.0|NucVar_1199.5|canonical_57397.0|nta#G_68.5|nta#C_183.0|nta#A_10178.5|mv_819.0|lv5p_4154.5|nta#T#4_2.0|nta#C#1_183.0|lv5p#1_45.0|nta#T#3_25.0|nta#T#2_67.0|lv5pT_4109.5|nta#T#1_4953.0|nta#UA_2.0|mlv5p_86.0|lv5p#-3_626.0|lv5p#-2_1248.0|lv5p#-1_2235.5|lv3p#1_610.0|lv5pE_45.0|nta#A#4_1.0|nta#A#3_32.0|nta#A#2_1705.0|nta#A#1_8440.5|lv3pT_8663.5|mlv5p#2_5.0|mlv5p#1_81.0|total_88476.5|lv3pE_610.0|mlv3p#2_70.0|nta#G#1_68.5|lv3p_9273.5|lv3p#-3_532.0|lv3p#-2_801.5|lv3p#-1_7330.0|nta#T_5047.0
hsa-miR-125b-5p	hsa-mir-125b-1	85132.0	609.0	8169.905473928797	9397.016669074828	5p	mlv3p_23.5|NucVar_1344.0|canonical_44855.5|nta#G_78.5|nta#C_105.0|nta#A_4015.5|mv_1952.0|lv5p_5238.0|nta#C#1_105.0|lv5p#1_9.5|nta#T#2_44.0|lv5pT_5228.5|nta#T#1_1344.5|nta#UA_1.0|mlv5p_107.0|lv5p#-3_592.0|lv5p#-2_2259.5|lv5p#-1_2377.0|lv3p#2_31.0|lv3p#1_168.0|lv5pE_9.5|nta#A#4_2.0|nta#A#3_46.5|nta#A#2_1211.5|nta#A#1_2755.5|lv3pT_25825.5|mlv5p#2_8.0|mlv5p#1_99.0|total_85132.0|nta#AU_8.5|lv3pE_199.0|mlv3p#2_23.5|nta#G#2_3.5|nta#G#1_75.0|lv3p_26024.5|lv3p#-3_1752.5|lv3p#-2_16144.5|lv3p#-1_7928.5|nta#T_1388.5
hsa-miR-125b-5p	hsa-mir-125b-2	85058.0	606.0	8162.803878699379	9388.84842172352	5p	mlv3p_23.5|NucVar_1344.0|canonical_44855.5|nta#G_78.5|nta#C_105.0|nta#A_4095.5|mv_1913.0|lv5p_5238.0|nta#C#1_105.0|lv5p#1_9.5|nta#T#2_22.0|lv5pT_5228.5|nta#T#1_1344.5|nta#UA_1.0|mlv5p_107.0|lv5p#-3_592.0|lv5p#-2_2259.5|lv5p#-1_2377.0|lv3p#2_1.0|lv3p#1_105.0|lv5pE_9.5|nta#A#4_2.0|nta#A#3_46.5|nta#A#2_1211.5|nta#A#1_2835.5|lv3pT_25825.5|mlv5p#2_8.0|mlv5p#1_99.0|total_85058.0|nta#AU_8.5|lv3pE_106.0|mlv3p#2_23.5|nta#G#2_3.5|nta#G#1_75.0|lv3p_25931.5|lv3p#-3_1752.5|lv3p#-2_16144.5|lv3p#-1_7928.5|nta#T_1366.5
hsa-let-7e-5p	hsa-let-7e	76719.75	457.0	7362.6028459738845	8468.458036898623	5p	mlv3p_60.5|NucVar_925.25|canonical_39726.0|nta#G_108.25|nta#C_100.0|nta#A_9400.25|mv_520.5|lv5p_1246.25|nta#T#5_3.0|nta#T#4_1.0|nta#C#1_100.0|lv5p#1_222.0|nta#T#3_36.0|nta#T#2_266.0|lv5pT_1024.25|nta#T#1_6275.0|nta#UA_34.0|mlv5p_11.0|lv5p#-3_143.75|lv5p#-2_121.25|lv5p#-1_759.25|lv3p#2_249.0|lv3p#1_1425.0|lv5pE_222.0|nta#A#4_40.0|nta#A#3_211.0|nta#A#2_1957.25|nta#A#1_7192.0|lv3pT_16366.75|mlv5p#1_11.0|total_76719.75|nta#AU_10.0|lv3pE_1674.0|mlv3p#3_4.0|mlv3p#2_56.5|nta#G#1_108.25|lv3p_18040.75|lv3p#-3_417.0|lv3p#-2_2374.5|lv3p#-1_13575.25|nta#T_6581.0
hsa-miR-100-5p	hsa-mir-100	71254.5	378.0	6838.116449655352	7865.194336402203	5p	mlv3p_38.0|NucVar_785.5|canonical_35885.0|nta#G_45.0|nta#C_59.0|nta#A_8626.0|mv_1098.5|lv5p_2244.0|nta#C#1_59.0|lv5p#1_19.0|nta#T#3_1.0|nta#T#2_7.0|lv5pT_2225.0|nta#T#1_2960.5|nta#UA_6.0|mlv5p_43.0|lv5p#-3_218.0|lv5p#-2_611.5|lv5p#-1_1395.5|lv3p#1_38.0|lv5pE_19.0|nta#A#3_8.0|nta#A#2_264.0|nta#A#1_8354.0|lv3pT_19424.0|mlv5p#1_43.0|total_71254.5|nta#AU_2.0|lv3pE_38.0|mlv3p#2_38.0|nta#G#2_9.0|nta#G#1_36.0|lv3p_19462.0|lv3p#-3_199.0|lv3p#-2_2214.0|lv3p#-1_17011.0|nta#T_2968.5
hsa-miR-487b-3p	hsa-mir-487b	68421.0	394.0	6566.19252962085	7552.427730051788	3p	lv5p#-2_1121.0|lv5p_2877.0|nta#A#1_1693.0|lv5p#-1_1657.0|canonical_44974.0|lv3pE_2882.0|nta#C#1_104.0|nta#G_102.0|mlv5p#1_35.0|mlv5p_35.0|nta#C_104.0|nta#G#1_102.0|lv3p_9035.0|nta#A_1972.0|lv3p#1_2882.0|nta#T#3_76.0|nta#T#2_11.0|NucVar_1042.0|nta#T#1_1.0|mv_8166.0|mlv3p_26.0|lv3p#-3_171.0|lv3pT_6153.0|lv3p#-2_233.0|lv3p#-1_5749.0|lv5pT_2877.0|mlv3p#2_26.0|nta#T_88.0|nta#A#3_21.0|lv5p#-3_99.0|total_68421.0|nta#A#2_258.0
hsa-miR-26b-5p	hsa-mir-26b	67663.00000000001	326.0	6493.4491622708765	7468.758385561366	5p	lv5p#-2_153.0|lv5p_707.0|nta#A#1_5808.666666666666|lv5p#-1_554.0|canonical_12428.0|lv3pE_39976.333333333336|nta#C#1_143.0|nta#G_68.0|mlv5p#1_37.0|mlv5p_37.0|nta#C_143.0|nta#G#1_68.0|lv3p_40935.00000000001|nta#A_6859.666666666666|nta#UA_2.0|lv3p#3_42.0|lv3p#2_243.0|lv3p#1_39691.333333333336|nta#T#3_7.0|NucVar_190.0|nta#T#2_41.0|nta#T#1_3203.0|mlv3p_136.0|mv_2908.3333333333335|lv3pT_958.6666666666667|lv3p#-2_67.33333333333333|lv3p#-1_891.3333333333334|lv5pT_707.0|mlv3p#3_77.0|mlv3p#2_59.0|nta#T_3251.0|nta#A#4_1.0|nta#A#3_38.0|total_67663.00000000001|nta#A#2_1012.0
hsa-miR-9-3p	hsa-mir-9-1	66489.00000000016	636.0	6380.78331363122	7339.170245150093	3p	mlv3p_11.5|NucVar_669.0000000000001|canonical_31683.666666666668|nta#G_45.33333333333333|nta#C_62.666666666666664|nta#A_452.4999999999996|mv_19869.333333333267|lv5p_4066.000000000003|nta#C#1_62.666666666666664|nta#T#3_0.3333333333333333|lv5p#1_19.333333333333332|nta#T#2_43.333333333333336|lv5pT_4046.6666666666697|nta#T#1_1495.1666666666647|mlv5p_83.33333333333333|lv5p#-3_48.0|lv5p#-2_552.0000000000003|lv5p#-1_3446.6666666666683|lv3p#3_25.5|lv3p#2_616.0|lv3p#1_5408.333333333331|lv5pE_19.333333333333332|nta#A#4_0.5|nta#A#3_10.333333333333334|nta#A#2_82.0|nta#A#1_359.66666666666663|lv3pT_1956.9999999999977|mlv5p#1_83.33333333333333|total_66489.00000000016|nta#AU_0.3333333333333333|lv3pE_6049.833333333331|mlv3p#2_11.5|nta#G#2_4.333333333333333|nta#G#1_41.0|lv3p_8006.833333333322|lv3p#-3_139.3333333333334|lv3p#-2_363.9999999999999|lv3p#-1_1453.6666666666654|nta#T_1538.8333333333312
hsa-miR-9-3p	hsa-mir-9-2	66489.00000000016	636.0	6380.78331363122	7339.170245150093	3p	mlv3p_11.5|NucVar_669.0000000000001|canonical_31683.666666666668|nta#G_45.33333333333333|nta#C_62.666666666666664|nta#A_452.4999999999996|mv_19869.333333333267|lv5p_4066.000000000003|nta#C#1_62.666666666666664|nta#T#3_0.3333333333333333|lv5p#1_19.333333333333332|nta#T#2_43.333333333333336|lv5pT_4046.6666666666697|nta#T#1_1495.1666666666647|mlv5p_83.33333333333333|lv5p#-3_48.0|lv5p#-2_552.0000000000003|lv5p#-1_3446.6666666666683|lv3p#3_25.5|lv3p#2_616.0|lv3p#1_5408.333333333331|lv5pE_19.333333333333332|nta#A#4_0.5|nta#A#3_10.333333333333334|nta#A#2_82.0|nta#A#1_359.66666666666663|lv3pT_1956.9999999999977|mlv5p#1_83.33333333333333|total_66489.00000000016|nta#AU_0.3333333333333333|lv3pE_6049.833333333331|mlv3p#2_11.5|nta#G#2_4.333333333333333|nta#G#1_41.0|lv3p_8006.833333333322|lv3p#-3_139.3333333333334|lv3p#-2_363.9999999999999|lv3p#-1_1453.6666666666654|nta#T_1538.8333333333312
hsa-miR-9-3p	hsa-mir-9-3	62250.00000000045	546.0	5973.977067989373	6871.262129985344	3p	lv5p#-2_552.0000000000003|nta#A#1_359.66666666666663|lv5p_4066.000000000003|lv5p#-1_3446.6666666666683|canonical_31683.666666666668|lv3pE_5465.333333333331|nta#C#1_54.666666666666664|nta#AU_0.3333333333333333|lv5pE_19.333333333333332|nta#G_44.33333333333333|mlv5p#1_83.33333333333333|mlv5p_83.33333333333333|nta#C_54.666666666666664|nta#G#2_4.333333333333333|nta#G#1_40.0|lv3p_7422.333333333322|nta#A_443.9999999999996|lv3p#2_57.0|lv3p#1_5408.333333333331|nta#T#3_0.3333333333333333|NucVar_669.0000000000001|nta#T#2_43.333333333333336|nta#T#1_1472.6666666666647|mv_16266.333333333365|lv3p#-3_139.3333333333334|lv3pT_1956.9999999999977|lv5p#1_19.333333333333332|lv3p#-2_363.9999999999999|lv3p#-1_1453.6666666666654|lv5pT_4046.6666666666697|nta#T_1516.3333333333312|nta#A#3_2.3333333333333335|lv5p#-3_48.0|nta#A#2_82.0|total_62250.00000000045
hsa-miR-21-5p	hsa-mir-21	59177.0	403.0	5679.068930962322	6532.059101464092	5p	lv5p#-2_634.0|nta#A#1_3955.0|lv5p_2082.0|lv5p#-1_1350.0|canonical_22903.0|lv3pE_9482.0|nta#C#2_13.0|nta#C#1_120.0|nta#AU_4.0|lv5pE_12.0|nta#G_215.0|mlv5p#1_69.0|mlv5p_69.0|nta#C_133.0|nta#G#2_1.0|nta#G#1_214.0|lv3p_27049.0|nta#A_4116.0|nta#UA_1.0|lv3p#2_362.0|lv3p#1_9120.0|NucVar_525.0|nta#T#1_64.0|mv_2021.0|lv3p#-3_457.0|lv3pT_17567.0|lv5p#1_12.0|lv3p#-2_1186.0|lv3p#-1_15924.0|lv5pT_2070.0|nta#T_64.0|nta#A#3_13.0|lv5p#-3_86.0|nta#A#2_148.0|total_59177.0
hsa-miR-29a-3p	hsa-mir-29a	58753.33333333333	464.0	5638.410698815524	6485.2940456825045	3p	lv5p#-2_290.0|nta#A#1_3969.3333333333335|lv5p_2022.5|lv5p#-1_846.5|canonical_9530.0|lv3pE_783.0|nta#C#1_54.0|lv5pE_835.0|nta#G_202.0|mlv5p#1_19.0|mlv5p_19.0|nta#C_54.0|nta#G#2_1.0|lv3p_31920.5|nta#G#1_201.0|nta#A_4390.333333333334|nta#UA_2.0|nta#T#4_1.0|lv3p#1_783.0|nta#T#3_4.0|nta#T#2_33.0|NucVar_240.5|nta#T#1_584.0|mv_9752.5|lv3p#-3_2849.3333333333335|lv3pT_31137.5|lv5p#1_835.0|lv3p#-2_4452.666666666667|lv3p#-1_23835.5|lv5pT_1187.5|nta#T_622.0|nta#A#3_125.0|lv5p#-3_51.0|total_58753.33333333333|nta#A#2_296.0
hsa-miR-23b-3p	hsa-mir-23b	55853.0	465.0	5360.072950657157	6165.150260981022	3p	mlv3p_19.0|NucVar_113.0|canonical_4258.0|nta#G_110.5|nta#C_79.0|nta#A_1515.0|mv_2261.0|lv5p_447.0|nta#C#3_1.0|nta#C#2_11.0|nta#C#1_67.0|nta#T#3_43.0|nta#T#2_675.0|lv5pT_447.0|nta#T#1_13075.0|nta#UA_26.0|mlv5p_40.0|lv5p#-3_15.0|lv5p#-2_45.0|lv5p#-1_387.0|lv3p#1_80.0|nta#A#3_22.0|nta#A#2_149.0|nta#A#1_1344.0|lv3pT_33137.5|mlv5p#2_6.0|mlv5p#1_34.0|total_55853.0|lv3pE_80.0|mlv3p#2_19.0|nta#G#1_110.5|lv3p_33217.5|lv3p#-4_401.5|lv3p#-3_1823.5|lv3p#-2_13228.5|lv3p#-1_17684.0|nta#T_13793.0
hsa-miR-99a-5p	hsa-mir-99a	53510.5	419.0	5135.269074644867	5906.581079623744	5p	mlv3p_64.0|NucVar_1976.5|canonical_19746.0|nta#G_31.0|nta#C_49.0|nta#A_4598.0|mv_3272.5|lv5p_2884.0|nta#C#1_49.0|lv5p#1_39.0|nta#T#2_3.0|lv5pT_2845.0|nta#T#1_742.5|nta#UA_5.0|mlv5p_50.0|lv5p#-3_206.0|lv5p#-2_1438.5|lv5p#-1_1200.5|lv3p#1_25.0|lv5pE_39.0|nta#A#3_35.0|nta#A#2_201.0|nta#A#1_4362.0|lv3pT_20069.0|mlv5p#2_3.0|mlv5p#1_47.0|total_53510.5|lv3pE_25.0|mlv3p#2_64.0|nta#G#2_11.0|nta#G#1_20.0|lv3p_20094.0|lv3p#-3_452.0|lv3p#-2_1702.0|lv3p#-1_17915.0|nta#T_745.5
hsa-miR-191-5p	hsa-mir-191	51921.0	344.0	4982.728728467052	5731.129334152071	5p	lv5p#-2_178.0|lv5p_1001.0|nta#A#1_1174.0|lv5p#-1_509.0|canonical_7373.0|lv3pE_376.0|nta#C#2_1.0|nta#C#1_86.0|nta#AU_1.0|nta#G_16.0|mlv5p#1_21.0|mlv5p_21.0|nta#C_87.0|nta#G#2_2.0|nta#G#1_14.0|lv3p_37382.0|nta#A_1228.0|lv3p#1_376.0|NucVar_197.0|nta#T#2_53.0|nta#T#1_496.0|mv_4067.0|lv3p#-4_619.0|lv3p#-3_2276.0|lv3pT_37006.0|lv3p#-2_2500.0|lv3p#-1_31611.0|lv5pT_1001.0|nta#T_549.0|lv5p#-4_86.0|nta#A#3_3.0|lv5p#-3_228.0|nta#A#2_51.0|total_51921.0
hsa-miR-151a-5p	hsa-mir-151a	50073.0	150.0	4805.380782737826	5527.143913811303	5p	lv5p#-2_974.0|nta#A#1_1.0|lv5p_3483.0|lv5p#-1_1840.0|canonical_28304.0|lv3pE_15091.0|nta#C#1_56.5|lv5pE_669.0|nta#G_2.0|mlv5p#2_7.0|mlv5p#1_41.0|mlv5p_48.0|nta#C_56.5|nta#A_1.0|nta#G#1_2.0|lv3p_15919.0|lv3p#3_11.0|lv3p#2_354.0|lv3p#1_14726.0|nta#T#3_3.0|nta#T#2_4.0|NucVar_253.0|nta#T#1_78.0|mv_1921.5|lv5p#2_9.0|lv3pT_828.0|lv5p#1_660.0|lv3p#-2_149.5|lv3p#-1_678.5|lv5pT_2814.0|nta#T_85.0|total_50073.0
hsa-miR-124-3p	hsa-mir-124-1	44711.33333333355	604.0	4290.835020282113	4935.313919911388	3p	mlv3p_27.999999999999996|NucVar_16.000000000000007|canonical_358.6666666666667|nta#G_117.33333333333331|nta#C_19.999999999999996|nta#A_3120.000000000001|mv_12776.666666666688|lv5p_91.33333333333334|nta#C#3_6.0|nta#C#2_2.6666666666666665|nta#C#1_11.333333333333336|nta#T#3_6.0|lv5p#1_63.0|nta#T#2_66.33333333333334|lv5pT_28.333333333333336|nta#T#1_976.0000000000001|nta#UA_0.3333333333333333|mlv5p_0.3333333333333333|lv5p#-2_13.333333333333334|lv5p#-1_15.0|lv3p#2_26.0|nta#A#5_2.6666666666666665|lv3p#1_27.999999999999996|lv5pE_63.0|nta#A#4_2.3333333333333335|nta#A#3_136.33333333333334|nta#A#2_314.6666666666665|nta#A#1_2664.0000000000027|lv3pT_27080.66666666666|mlv5p#1_0.3333333333333333|total_44711.33333333355|nta#AU_0.3333333333333333|lv3pE_54.0|mlv3p#3_17.0|mlv3p#2_11.0|nta#G#2_1.0|nta#G#1_116.33333333333333|lv3p_27134.666666666657|lv3p#-3_17503.66666666666|lv3p#-2_4987.333333333332|lv3p#-1_4589.666666666668|nta#T_1048.3333333333333
hsa-miR-124-3p	hsa-mir-124-3	44694.33333333355	603.0	4289.203572729409	4933.437430655007	3p	mlv3p_11.0|NucVar_16.000000000000007|canonical_358.6666666666667|nta#G_117.33333333333331|nta#C_19.999999999999996|nta#A_3120.000000000001|mv_12776.666666666688|lv5p_91.33333333333334|nta#C#3_6.0|nta#C#2_2.6666666666666665|nta#C#1_11.333333333333336|lv5p#1_63.0|nta#T#3_6.0|nta#T#2_66.33333333333334|lv5pT_28.333333333333336|nta#T#1_976.0000000000001|nta#UA_0.3333333333333333|mlv5p_0.3333333333333333|lv5p#-2_13.333333333333334|lv5p#-1_15.0|lv3p#2_26.0|nta#A#5_2.6666666666666665|lv3p#1_27.999999999999996|lv5pE_63.0|nta#A#4_2.3333333333333335|nta#A#3_136.33333333333334|nta#A#2_314.6666666666665|nta#A#1_2664.0000000000027|lv3pT_27080.66666666666|mlv5p#1_0.3333333333333333|total_44694.33333333355|nta#AU_0.3333333333333333|lv3pE_54.0|mlv3p#2_11.0|nta#G#2_1.0|nta#G#1_116.33333333333333|lv3p_27134.666666666657|lv3p#-3_17503.66666666666|lv3p#-2_4987.333333333332|lv3p#-1_4589.666666666668|nta#T_1048.3333333333333
hsa-miR-124-3p	hsa-mir-124-2	44694.33333333355	603.0	4289.203572729409	4933.437430655007	3p	mlv3p_11.0|NucVar_16.000000000000007|canonical_358.6666666666667|nta#G_117.33333333333331|nta#C_19.999999999999996|nta#A_3120.000000000001|mv_12776.666666666688|lv5p_91.33333333333334|nta#C#3_6.0|nta#C#2_2.6666666666666665|nta#C#1_11.333333333333336|lv5p#1_63.0|nta#T#3_6.0|nta#T#2_66.33333333333334|lv5pT_28.333333333333336|nta#T#1_976.0000000000001|nta#UA_0.3333333333333333|mlv5p_0.3333333333333333|lv5p#-2_13.333333333333334|lv5p#-1_15.0|lv3p#2_26.0|nta#A#5_2.6666666666666665|lv3p#1_27.999999999999996|lv5pE_63.0|nta#A#4_2.3333333333333335|nta#A#3_136.33333333333334|nta#A#2_314.6666666666665|nta#A#1_2664.0000000000027|lv3pT_27080.66666666666|mlv5p#1_0.3333333333333333|total_44694.33333333355|nta#AU_0.3333333333333333|lv3pE_54.0|mlv3p#2_11.0|nta#G#2_1.0|nta#G#1_116.33333333333333|lv3p_27134.666666666657|lv3p#-3_17503.66666666666|lv3p#-2_4987.333333333332|lv3p#-1_4589.666666666668|nta#T_1048.3333333333333
hsa-miR-181b-5p	hsa-mir-181b-2	43464.50000000002	702.0	4171.179538499957	4797.686310823228	5p	mlv3p_438.0|NucVar_406.83333333333337|canonical_15193.5|nta#G_106.83333333333333|nta#C_33.0|nta#A_7318.583333333333|mv_1180.9166666666667|lv5p_987.8333333333334|nta#T#4_1.0|nta#C#1_33.0|lv5p#1_133.0|nta#T#3_5.0|nta#T#2_85.5|lv5pT_854.8333333333334|nta#T#1_822.25|lv5p#-4_67.5|nta#UA_5.5|mlv5p_15.0|lv5p#-3_10.833333333333334|lv5p#-2_124.5|lv5p#-1_652.0|lv3p#2_939.0|lv3p#1_4428.916666666666|lv5pE_133.0|nta#A#3_31.5|nta#A#2_802.0|nta#A#1_6485.083333333333|lv3pT_11502.333333333334|mlv5p#1_15.0|total_43464.50000000002|nta#AU_6.0|lv3pE_5367.916666666666|mlv3p#2_438.0|nta#G#3_1.0|nta#G#2_0.5|nta#G#1_105.33333333333333|lv3p_16870.249999999996|lv3p#-4_603.5833333333334|lv3p#-3_1525.0833333333333|lv3p#-2_5211.0|lv3p#-1_4162.666666666667|nta#T_913.75
hsa-miR-139-5p	hsa-mir-139	42821.0	346.0	4109.424450254957	4726.655673383137	5p	lv5p#-2_378.0|lv5p_1271.0|nta#A#1_1095.0|lv5p#-1_831.0|canonical_20766.0|lv3pE_36.0|nta#C#1_37.0|nta#AU_22.0|nta#G_16.0|mlv5p#1_66.0|mlv5p_66.0|nta#C_37.0|nta#G#2_5.0|nta#G#1_11.0|lv3p_17251.0|nta#A_1176.0|lv3p#2_14.0|lv3p#1_22.0|nta#T#2_30.0|NucVar_665.0|nta#T#1_604.0|mv_939.0|lv3p#-4_198.0|lv3p#-3_1846.0|lv3pT_17215.0|lv3p#-2_6669.0|lv3p#-1_8502.0|lv5pT_1271.0|nta#T_634.0|lv5p#-4_17.0|nta#A#3_10.0|lv5p#-3_45.0|total_42821.0|nta#A#2_71.0
hsa-miR-181b-5p	hsa-mir-181b-1	42037.50000000002	670.0	4034.2339115759287	4640.171595008143	5p	mlv3p_15.0|NucVar_406.83333333333337|canonical_15193.5|nta#G_106.83333333333333|nta#C_32.0|nta#A_7318.583333333333|mv_1134.9166666666667|lv5p_987.8333333333334|nta#C#1_32.0|lv5p#1_133.0|nta#T#3_5.0|nta#T#2_85.5|lv5pT_854.8333333333334|nta#T#1_805.25|lv5p#-4_67.5|nta#UA_0.5|mlv5p_15.0|lv5p#-3_10.833333333333334|lv5p#-2_124.5|lv5p#-1_652.0|lv3p#1_4428.916666666666|lv5pE_133.0|nta#A#3_31.5|nta#A#2_802.0|nta#A#1_6485.083333333333|lv3pT_11502.333333333334|mlv5p#1_15.0|total_42037.50000000002|nta#AU_6.0|lv3pE_4428.916666666666|mlv3p#2_15.0|nta#G#3_1.0|nta#G#2_0.5|nta#G#1_105.33333333333333|lv3p_15931.250000000002|lv3p#-4_603.5833333333334|lv3p#-3_1525.0833333333333|lv3p#-2_5211.0|lv3p#-1_4162.666666666667|nta#T_895.75
hsa-let-7d-5p	hsa-let-7d	41940.25	293.0	4024.901071899429	4629.436972644429	5p	mlv3p_44.0|NucVar_880.5|canonical_26049.0|nta#G_194.0|nta#C_67.0|nta#A_2833.75|mv_380.5|lv5p_945.0|nta#C#1_67.0|lv5p#1_38.0|nta#T#3_3.0|nta#T#2_1.0|lv5pT_907.0|nta#T#1_2.5|mlv5p_13.0|lv5p#-3_49.0|lv5p#-2_207.0|lv5p#-1_651.0|lv3p#2_23.0|lv3p#1_1367.5|lv5pE_38.0|nta#A#3_8.0|nta#A#2_287.75|nta#A#1_2538.0|lv3pT_9136.5|mlv5p#3_6.0|mlv5p#1_7.0|total_41940.25|lv3pE_1390.5|mlv3p#2_44.0|nta#G#2_3.0|nta#G#1_191.0|lv3p_10527.0|lv3p#-3_121.25|lv3p#-2_987.5|lv3p#-1_8027.75|nta#T_6.5
hsa-miR-103a-3p	hsa-mir-103a-2	40322.33333333346	456.0	3869.6336491751936	4450.848546602054	3p	mlv3p_87.0|NucVar_568.8333333333335|canonical_25723.0|nta#G_135.5|nta#C_61.833333333333336|nta#A_104.99999999999994|mv_280.6666666666667|lv5p_2882.5|nta#C#1_61.833333333333336|lv5p#1_7.5|nta#T#3_12.833333333333334|nta#T#2_310.1666666666666|lv5pT_2875.0|nta#T#1_6370.333333333332|lv5p#-4_294.66666666666663|nta#UA_6.5|mlv5p_20.0|lv5p#-3_605.5|lv5p#-2_801.8333333333334|lv5p#-1_1173.0|lv3p#2_171.0|lv3p#1_449.5|lv5pE_7.5|nta#A#3_0.6666666666666666|nta#A#2_24.66666666666666|nta#A#1_79.66666666666664|lv3pT_3144.1666666666692|mlv5p#2_3.0|mlv5p#1_17.0|total_40322.33333333346|lv3pE_620.5|mlv3p#2_87.0|nta#G#2_1.0|nta#G#1_134.5|lv3p_3764.6666666666692|lv3p#-4_148.33333333333334|lv3p#-3_30.666666666666664|lv3p#-2_653.6666666666672|lv3p#-1_2311.5|nta#T_6693.33333333333
